frequency,RFDynamic_njobs500_mode0_L2_norm_flow_time,RFDynamic_njobs500_mode1_L2_norm_flow_time,RFDynamic_njobs500_mode2_L2_norm_flow_time,RFDynamic_njobs500_mode4_L2_norm_flow_time,RFDynamic_njobs500_mode8_L2_norm_flow_time,RFDynamic_njobs500_mode16_L2_norm_flow_time,RFDynamic_njobs500_mode0_maximum_flow_time,RFDynamic_njobs500_mode1_maximum_flow_time,RFDynamic_njobs500_mode2_maximum_flow_time,RFDynamic_njobs500_mode4_maximum_flow_time,RFDynamic_njobs500_mode8_maximum_flow_time,RFDynamic_njobs500_mode16_maximum_flow_time
512,126296.489148,126298.222094,126295.386266,126296.854521,126287.705146,126285.894185,110332.000000,110332.000000,110332.000000,110332.000000,110332.000000,110332.000000
32,59674.798776,59721.385910,59672.405298,59671.798473,60550.944328,60549.811230,29123.000000,29123.000000,29123.000000,29123.000000,29123.000000,29123.000000
64,85547.333658,85542.632102,85563.195195,84118.397881,83840.010908,84160.605416,43186.000000,43186.000000,43186.000000,43186.000000,43186.000000,43186.000000
65536,77537.085166,77532.530263,77535.776613,77498.496856,77532.176095,77540.891902,27967.000000,27967.000000,27967.000000,27967.000000,27967.000000,27967.000000
2,58491.803879,58416.062123,58400.205205,58389.887660,58443.904344,58381.451352,21830.000000,21833.000000,21833.000000,21827.000000,21827.000000,21824.000000
32768,51833.663502,51797.757577,51806.365121,51801.754681,51823.464213,51824.660742,12894.000000,12894.000000,12894.000000,12894.000000,12894.000000,12894.000000
4096,139267.864118,139265.117398,139390.979306,139263.071297,139258.038181,139292.148400,115127.000000,115127.000000,115127.000000,115127.000000,115127.000000,115127.000000
2048,61351.710498,60867.919005,60861.139695,60874.848107,60860.688691,61325.374789,24724.000000,24724.000000,24724.000000,24724.000000,24724.000000,24724.000000
8,115336.304657,115313.985019,115212.937516,115328.465684,115372.861740,115383.674664,37103.000000,37164.000000,36930.000000,37226.000000,37199.000000,37252.000000
128,82293.045046,82299.315441,82290.804656,82311.630205,82302.274798,82300.329987,67647.000000,67647.000000,67647.000000,67647.000000,67647.000000,67647.000000
4,116166.264552,116170.078041,116169.690737,116180.390200,116155.672586,116171.070091,109699.000000,109699.000000,109699.000000,109699.000000,109699.000000,109699.000000
16,55901.957971,55924.784336,55925.379301,55927.948067,55918.510245,55909.992756,29302.000000,29302.000000,29302.000000,29302.000000,29302.000000,29302.000000
8192,114844.236825,114907.870623,114857.349377,114859.729409,114811.875610,114882.302889,54117.000000,54117.000000,54117.000000,54117.000000,54117.000000,54117.000000
1024,69616.489764,69614.447947,69660.103086,69647.518908,71165.263036,69680.326205,44894.000000,44894.000000,44894.000000,44894.000000,44894.000000,44894.000000
16384,107126.087532,107127.171581,107071.552366,107171.130124,107152.483219,107134.667909,42606.000000,42606.000000,42606.000000,42606.000000,42606.000000,42606.000000
256,304888.664219,305367.419451,305672.786119,305118.776222,305383.641153,305281.316474,236012.000000,236012.000000,236012.000000,236012.000000,236012.000000,236012.000000
