frequency,RFDynamic_njobs50_mode0_L2_norm_flow_time,RFDynamic_njobs50_mode1_L2_norm_flow_time,RFDynamic_njobs50_mode2_L2_norm_flow_time,RFDynamic_njobs50_mode4_L2_norm_flow_time,RFDynamic_njobs50_mode8_L2_norm_flow_time,RFDynamic_njobs50_mode16_L2_norm_flow_time,RFDynamic_njobs50_mode0_maximum_flow_time,RFDynamic_njobs50_mode1_maximum_flow_time,RFDynamic_njobs50_mode2_maximum_flow_time,RFDynamic_njobs50_mode4_maximum_flow_time,RFDynamic_njobs50_mode8_maximum_flow_time,RFDynamic_njobs50_mode16_maximum_flow_time
32768,66936.264902,547886.426461,256541.120291,66992.785992,66903.511462,67288.734347,28584.000000,28584.000000,28584.000000,28584.000000,28584.000000,28584.000000
16,46802.574021,422223.431159,174739.830894,47158.897814,46797.778216,46736.464896,32028.000000,32391.000000,31318.000000,32028.000000,32028.000000,32028.000000
8192,75890.119192,672184.137497,442405.753762,214987.399214,75807.062771,75783.897894,18906.000000,24696.000000,24696.000000,22933.000000,18876.000000,18879.000000
128,99503.304664,1510425.951513,872855.592964,526026.210670,99522.017268,102052.262498,47521.000000,56608.000000,54174.000000,54174.000000,47521.000000,47521.000000
4,43892.643427,432934.293910,212361.265380,164999.196422,43879.817240,43859.642714,21582.000000,24697.000000,21582.000000,21582.000000,21582.000000,21582.000000
512,38036.131494,164069.846389,114478.412956,38130.350497,37890.787099,37878.424967,14697.000000,14653.000000,14700.000000,14715.000000,14719.000000,14715.000000
256,44796.879623,267084.390375,107880.288853,44797.928367,44805.549132,44797.112719,17486.000000,17591.000000,17518.000000,17517.000000,17514.000000,17507.000000
8,35178.420544,515831.302442,330040.567567,105463.389434,35182.368482,35184.469671,19383.000000,21032.000000,19383.000000,19383.000000,19383.000000,19383.000000
2048,64910.785953,853484.602600,576075.686926,230928.438247,64887.771121,64914.590040,31111.000000,40780.000000,40313.000000,31470.000000,31111.000000,31111.000000
65536,171984.095704,1654359.350599,1080121.876657,166840.694820,166762.666520,166867.851820,67934.000000,68766.000000,67934.000000,67934.000000,67934.000000,67934.000000
64,33174.973308,210259.866948,78707.241389,33155.365388,33178.430448,33196.386957,14227.000000,14200.000000,14238.000000,14191.000000,14181.000000,14238.000000
16384,105722.273476,1088769.624171,688713.169085,242983.321448,103779.684915,103821.760513,34634.000000,45912.000000,45912.000000,34640.000000,34625.000000,34609.000000
2,52140.547955,1015574.545479,608076.793450,228625.754588,52146.299274,52084.428825,26919.000000,30670.000000,30225.000000,26919.000000,26919.000000,26919.000000
4096,197867.114739,2021256.628810,1372832.224312,197851.976129,197783.398692,198201.965394,79715.000000,79257.000000,79715.000000,79715.000000,79715.000000,79715.000000
32,75492.110813,1305533.507634,735783.726199,198101.705174,75502.440444,75371.117393,40958.000000,50840.000000,40872.000000,40982.000000,40976.000000,40806.000000
1024,90362.021790,907453.834168,442127.883336,233913.508958,90371.078654,90321.989665,27851.000000,32807.000000,31424.000000,27851.000000,27851.000000,27851.000000
