frequency,RFDynamic_njobs50_mode0_L2_norm_flow_time,RFDynamic_njobs50_mode1_L2_norm_flow_time,RFDynamic_njobs50_mode2_L2_norm_flow_time,RFDynamic_njobs50_mode4_L2_norm_flow_time,RFDynamic_njobs50_mode8_L2_norm_flow_time,RFDynamic_njobs50_mode16_L2_norm_flow_time,RFDynamic_njobs50_mode0_maximum_flow_time,RFDynamic_njobs50_mode1_maximum_flow_time,RFDynamic_njobs50_mode2_maximum_flow_time,RFDynamic_njobs50_mode4_maximum_flow_time,RFDynamic_njobs50_mode8_maximum_flow_time,RFDynamic_njobs50_mode16_maximum_flow_time
64,55117.344013,568791.265576,331669.836553,54987.693723,55179.560147,55142.965988,34049.000000,34771.000000,34049.000000,34049.000000,34049.000000,34049.000000
65536,39345.963084,352064.431707,263164.342151,39405.148928,39346.374484,39356.891798,17345.000000,19665.000000,19487.000000,17345.000000,17345.000000,17345.000000
2048,34806.980047,411799.327105,169147.108772,86587.017988,54988.090029,34841.108191,15213.000000,20072.000000,15213.000000,15213.000000,15213.000000,15213.000000
32,39235.729266,559224.938824,298586.554691,127950.442606,39234.025641,39240.150471,29123.000000,29123.000000,29123.000000,29123.000000,29123.000000,29123.000000
8192,80237.744647,906568.126232,521639.577405,80108.229571,80277.214127,80261.697434,50610.000000,50594.000000,50610.000000,50610.000000,50610.000000,50610.000000
8,53206.787856,771159.558947,432167.168054,128418.951658,53274.242313,53328.279233,34080.000000,35149.000000,34282.000000,34231.000000,34284.000000,34301.000000
32768,25219.164915,94989.719196,79316.205160,25232.200816,25227.713016,25243.611944,8601.000000,8601.000000,8601.000000,8601.000000,8601.000000,8601.000000
1024,48041.389093,794817.824803,453963.931736,201161.754703,48063.488086,48098.597630,30008.000000,38528.000000,35170.000000,30008.000000,30008.000000,30008.000000
2,34593.649576,210016.920916,126313.495205,34671.498626,34588.803954,34578.107409,15542.000000,15542.000000,15542.000000,15542.000000,15542.000000,15542.000000
128,64619.861947,1613490.720780,922638.828979,562952.526671,64625.867251,64626.431953,59723.000000,59723.000000,59723.000000,59723.000000,59723.000000,59723.000000
16,34570.313970,280937.480661,149911.609063,34570.697520,34576.351716,34571.989037,19934.000000,19934.000000,19934.000000,19934.000000,19934.000000,19934.000000
16384,82250.009660,1178605.596786,709391.080643,265246.048366,82262.845915,82207.503131,37447.000000,37565.000000,37008.000000,37447.000000,37447.000000,37447.000000
4096,119091.432148,2453201.898245,1431687.837393,175465.492602,119093.113898,119092.065735,106770.000000,106999.000000,106704.000000,106770.000000,106770.000000,106770.000000
512,110682.856843,1250287.259963,729199.728958,110684.566277,110685.151041,110684.896567,104157.000000,104157.000000,104157.000000,104157.000000,104157.000000,104157.000000
4,99715.883529,3074906.757686,1691234.359879,675220.218891,99705.443773,99715.417258,96790.000000,98334.000000,96413.000000,96790.000000,96790.000000,96790.000000
256,278997.332177,10976986.678160,7136920.278554,2918427.100411,278533.901148,279043.286983,229550.000000,266197.000000,258764.000000,254928.000000,229550.000000,229550.000000
