frequency,RFDynamic_njobs100_mode1_L2_norm_flow_time,RFDynamic_njobs100_mode2_L2_norm_flow_time,RFDynamic_njobs100_mode3_L2_norm_flow_time,RFDynamic_njobs100_mode4_L2_norm_flow_time,RFDynamic_njobs100_mode5_L2_norm_flow_time,RFDynamic_njobs100_mode6_L2_norm_flow_time,RFDynamic_njobs100_mode1_maximum_flow_time,RFDynamic_njobs100_mode2_maximum_flow_time,RFDynamic_njobs100_mode3_maximum_flow_time,RFDynamic_njobs100_mode4_maximum_flow_time,RFDynamic_njobs100_mode5_maximum_flow_time,RFDynamic_njobs100_mode6_maximum_flow_time
32,134634.117121,45240.026415,45288.153330,45235.697287,45223.974726,45229.451699,7986.000000,7986.000000,7986.000000,7986.000000,7986.000000,7986.000000
256,219820.843050,129147.554615,86343.050612,86143.356906,86802.725527,86167.407893,17901.000000,17446.000000,18403.000000,17442.000000,17442.000000,17449.000000
4,424358.227287,258225.655468,79044.464424,79315.835008,78991.259580,78929.825706,20177.000000,21909.000000,21909.000000,21909.000000,21909.000000,21909.000000
64,662318.720745,153666.352644,123621.668837,123576.840597,128488.354266,123569.778927,34725.000000,30128.000000,30135.000000,30075.000000,30058.000000,30054.000000
512,517738.020562,278399.032419,90209.820757,90435.102416,90495.984215,90687.076268,26860.000000,23028.000000,21286.000000,21298.000000,21261.000000,21225.000000
16,411609.598281,201877.721200,86668.233719,86867.390418,135273.153708,86633.005633,19141.000000,19141.000000,18049.000000,18051.000000,18069.000000,18052.000000
1024,486211.678586,266642.966982,115960.532864,115928.682473,123457.849763,115919.715588,28675.000000,29255.000000,29255.000000,29255.000000,29255.000000,29255.000000
8,277980.555246,64728.514366,64738.476728,64804.060737,64739.535826,64740.223092,16189.000000,16189.000000,16189.000000,16189.000000,16189.000000,16189.000000
32768,366247.541166,280868.877849,246226.899412,267834.137563,289476.428852,246272.245367,32158.000000,32158.000000,32158.000000,32158.000000,32158.000000,32158.000000
4096,349100.160537,141210.243651,124613.560582,105800.893706,113462.663925,105601.196030,23371.000000,23371.000000,23371.000000,23371.000000,23371.000000,23371.000000
65536,1388336.355906,977438.441747,522173.374443,224772.558717,223355.313510,223357.323952,48678.000000,48667.000000,47477.000000,45459.000000,45459.000000,45459.000000
2,229405.662615,111544.771460,58588.168464,58642.011638,73000.548361,58138.057871,15037.000000,13552.000000,13553.000000,13526.000000,13502.000000,13502.000000
128,556554.180845,237657.316203,100868.637618,104311.095038,130725.103404,100322.218526,31823.000000,31823.000000,31823.000000,31823.000000,31823.000000,31823.000000
8192,695751.392538,181621.017225,136048.130325,136004.049859,149538.687055,136183.600661,30781.000000,28585.000000,28585.000000,28585.000000,28585.000000,28585.000000
2048,693196.485646,335699.526278,95026.467418,95995.188760,95895.477917,92541.344279,28349.000000,28349.000000,28349.000000,28349.000000,28349.000000,28349.000000
16384,337561.290944,307618.240114,129326.816890,164464.272749,165169.872008,130264.385731,26161.000000,26161.000000,24868.000000,24869.000000,29277.000000,29277.000000
