frequency,RFDynamic_njobs100_mode1_L2_norm_flow_time,RFDynamic_njobs100_mode2_L2_norm_flow_time,RFDynamic_njobs100_mode3_L2_norm_flow_time,RFDynamic_njobs100_mode4_L2_norm_flow_time,RFDynamic_njobs100_mode5_L2_norm_flow_time,RFDynamic_njobs100_mode6_L2_norm_flow_time,RFDynamic_njobs100_mode1_maximum_flow_time,RFDynamic_njobs100_mode2_maximum_flow_time,RFDynamic_njobs100_mode3_maximum_flow_time,RFDynamic_njobs100_mode4_maximum_flow_time,RFDynamic_njobs100_mode5_maximum_flow_time,RFDynamic_njobs100_mode6_maximum_flow_time
4,30750.450045,30475.333829,30703.485160,30752.552886,30763.669742,30477.856700,7443.000000,7443.000000,7443.000000,7443.000000,7443.000000,7443.000000
16,77083.154839,32415.591819,32242.862311,31944.195748,47979.706127,31927.284632,7670.000000,7670.000000,7663.000000,7663.000000,7658.000000,7666.000000
2048,241488.633024,78307.514556,66136.843015,66110.203305,96515.048044,66032.561998,30547.000000,30547.000000,30547.000000,30547.000000,30547.000000,30547.000000
4096,298676.715206,125743.003976,44329.004309,44338.464046,44326.212787,44307.268512,16475.000000,16475.000000,16475.000000,16475.000000,16475.000000,16475.000000
64,313023.646624,52244.243492,52318.843278,52323.146073,52421.523385,52271.949686,22060.000000,20616.000000,20616.000000,20616.000000,20616.000000,20616.000000
256,37756.645137,33618.681533,33442.219813,33435.864637,37629.962158,33513.494193,6809.000000,6809.000000,6809.000000,6809.000000,6809.000000,6809.000000
16384,737128.000378,180745.804541,180542.372857,180671.894632,180536.386067,180563.351653,69803.000000,69803.000000,69803.000000,69803.000000,69803.000000,69803.000000
512,79477.788602,43725.297289,43756.100158,43732.275095,43736.553053,43762.241567,10046.000000,10062.000000,10058.000000,9979.000000,10027.000000,10053.000000
32,131812.492473,49225.267282,49213.742583,49246.124030,49173.160576,49134.476745,12025.000000,12075.000000,12091.000000,12043.000000,12100.000000,12085.000000
32768,344293.025992,128285.237635,128306.249181,131206.145744,130873.754756,128303.209749,36647.000000,36620.000000,36719.000000,36678.000000,36699.000000,36721.000000
2,136881.856080,40168.720231,40162.268611,40173.458850,43534.135308,40173.502362,16463.000000,16463.000000,16463.000000,16463.000000,16463.000000,16463.000000
8,694863.453491,57204.514673,57215.564194,57242.918732,62633.384445,57218.195891,37044.000000,37044.000000,37044.000000,37044.000000,37044.000000,37044.000000
8192,169278.185981,48127.588845,48149.863011,48112.473185,48130.543535,48126.188931,12086.000000,11161.000000,11161.000000,11145.000000,11163.000000,11154.000000
1024,221104.540096,173632.819504,78113.796169,78072.805054,78135.252044,77546.873922,28715.000000,28719.000000,28700.000000,28673.000000,28631.000000,28703.000000
128,438040.865780,266159.123329,76631.016142,76660.701308,76682.036801,76666.854318,37004.000000,37004.000000,37004.000000,37004.000000,37004.000000,37004.000000
65536,336539.825978,188196.108847,150143.290083,150152.794017,150123.042655,150170.813066,34144.000000,34144.000000,34144.000000,34144.000000,34144.000000,34144.000000
