frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,253041.493173,184576.000000,1161.785695
4,196813.691401,86140.000000,338.955749
8,73144.825087,21758.000000,479.021920
16,407656.325472,202848.000000,7600.918431
32,116454.543149,46685.000000,397.241740
64,296484.290274,144187.000000,2198.486980
128,296402.100515,98269.000000,18304.314328
256,134579.441116,65800.000000,2454.587949
512,210135.950956,84498.000000,31973.264754
1024,283430.437035,143665.000000,68202.536844
2048,479398.672128,291199.000000,64212.630012
4096,353193.805508,122651.000000,120276.691038
8192,581737.384877,321012.000000,154611.399470
16384,469232.534595,195986.000000,96054.011941
32768,706057.400109,199098.000000,268925.636556
65536,1150378.936823,229146.000000,666162.311124
