frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,606708.005941,324178.000000,313.638327
4,222697.224498,164916.000000,1251.721215
8,350831.474674,136689.000000,3852.377058
16,265168.283695,148401.000000,4750.613118
32,213067.564294,97188.000000,2285.591608
64,386119.367326,246883.000000,3778.913733
128,276592.250410,104140.000000,11982.969123
256,338846.062056,215183.000000,10123.871838
512,217252.349704,84349.000000,2924.348474
1024,383369.558593,140730.000000,52078.334843
2048,478604.627807,255749.000000,32478.771698
4096,184082.905621,60398.000000,116368.735260
8192,953204.977432,334136.000000,244319.684737
16384,424867.630624,75580.000000,295409.568180
32768,887625.118875,158046.000000,122008.108522
65536,668389.581798,247019.000000,665633.007453
