frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,116246.501577,45292.000000,40.162171
4,99419.384951,31772.000000,1280.743144
8,384056.341785,215553.000000,1123.400641
16,503959.157011,429900.000000,3662.554027
32,150571.285124,117622.000000,1559.372630
64,395422.121238,173033.000000,1277.549608
128,175052.471054,72589.000000,2328.941605
256,457667.876949,161585.000000,49469.083871
512,505317.438590,244757.000000,176973.501497
1024,269365.225089,129721.000000,69639.401534
2048,311143.955773,89669.000000,74750.225692
4096,180102.825897,39328.000000,14189.928541
8192,318941.687495,83547.000000,101294.634572
16384,455928.414585,127038.000000,122100.137387
32768,768586.178515,214543.000000,636984.325317
65536,2906658.806865,190380.000000,1768064.746526
