frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,294473.724254,197126.000000,859.435280
4,295469.885300,252650.000000,119.000000
8,372397.961183,227205.000000,6100.307615
16,390559.570796,146567.000000,6994.534366
32,270990.305035,111970.000000,5135.400374
64,319858.211233,204022.000000,5684.322211
128,405130.077828,231489.000000,6694.895817
256,402131.933354,158576.000000,79336.451937
512,607450.600515,214981.000000,2326.628462
1024,400765.675903,233093.000000,79882.291267
2048,177277.604330,60149.000000,20702.001546
4096,325032.427735,98112.000000,67465.120966
8192,546002.259287,174766.000000,193772.658894
16384,371232.228414,136604.000000,122029.922994
32768,754462.418721,106237.000000,559497.866544
65536,775126.683109,279523.000000,586087.408717
