frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,463563.622458,236943.000000,1920.783434
4,619086.697259,298159.000000,57756.864899
8,145097.950833,62886.000000,667.290791
16,631635.594588,353819.000000,82.298238
32,135661.207001,40193.000000,2279.813150
64,230312.772872,120200.000000,4151.252100
128,77041.933835,28621.000000,1332.985746
256,341641.237436,162327.000000,2692.429572
512,224686.992912,77984.000000,59708.127638
1024,295249.142376,100478.000000,2807.707606
2048,490810.857171,195258.000000,134838.565592
4096,763235.335414,205012.000000,188778.060492
8192,437834.711211,104503.000000,61523.725521
16384,1278990.511676,339847.000000,280610.728049
32768,143010.419834,66181.000000,14200.546750
65536,925476.097056,226241.000000,625580.914424
