frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,132555.701564,65214.000000,232.892679
4,182654.199506,88762.000000,223.805719
8,381025.090508,220850.000000,37.629775
16,239907.989882,117048.000000,1282.106470
32,102824.909278,34974.000000,715.538259
64,131691.140761,55684.000000,2025.640393
128,694431.304834,237057.000000,38375.892732
256,264837.939304,108061.000000,17690.525402
512,231110.092447,116355.000000,21701.944752
1024,448473.358161,183355.000000,33606.465301
2048,546649.156248,135201.000000,18130.761567
4096,577566.763814,239001.000000,54819.956923
8192,1114301.013529,194302.000000,618401.512255
16384,379255.078819,66934.000000,136976.715426
32768,1275954.684271,243659.000000,800885.536500
65536,155233.575373,78932.000000,0.000000
