frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,142096.129993,89538.000000,24.698178
4,366218.386361,208795.000000,288.213463
8,782442.137702,352349.000000,134.346567
16,233884.693655,102933.000000,207.660781
32,312828.520464,225564.000000,31.937439
64,181921.056527,173318.000000,106.489436
128,291391.090034,191210.000000,1139.980702
256,190559.672297,124698.000000,2520.296411
512,188053.043038,89287.000000,2015.402689
1024,545737.234055,286175.000000,18087.386821
2048,95159.327189,48802.000000,7353.022848
4096,629527.398393,335803.000000,2680.229468
8192,190928.393260,72649.000000,53221.697803
16384,383020.522158,202397.000000,147832.198512
32768,656273.088044,218780.000000,347936.856457
65536,1258425.956178,248580.000000,1080532.031211
