frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,103187.799792,67890.000000,265.875911
4,396085.830442,268010.000000,97.514102
8,180965.618077,119279.000000,93.834962
16,223816.851202,86143.000000,43404.079440
32,341719.368108,145833.000000,1969.465917
64,259591.006079,161319.000000,493.947366
128,479022.523042,175780.000000,621.159400
256,378942.860579,251422.000000,6836.751787
512,446103.186579,302596.000000,50437.413296
1024,738936.689300,287303.000000,255724.299491
2048,932030.875776,290476.000000,280239.618760
4096,353787.600590,119499.000000,52258.539474
8192,925191.613182,272078.000000,427196.997949
16384,1285066.477093,271872.000000,994582.667735
32768,371449.038783,213161.000000,57718.417736
65536,1110406.466509,232037.000000,942393.405626
