frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,156653.703713,38333.000000,65.000000
4,730676.578472,280814.000000,2308.816363
8,426630.491184,201067.000000,75.538070
16,568574.632609,246331.000000,831.604473
32,383616.936826,171657.000000,256.643722
64,616152.124357,133303.000000,1395.962750
128,1534093.600550,313550.000000,50313.478383
256,700007.473128,292822.000000,8977.998886
512,1292358.984055,301832.000000,32598.792846
1024,1403519.325923,313526.000000,55918.232161
2048,628332.233583,232634.000000,110785.390102
4096,572994.508626,201715.000000,45878.305232
8192,1547284.764027,205512.000000,204997.356195
16384,2334099.533464,256917.000000,897242.911831
32768,2514191.193306,304555.000000,2176676.105355
65536,1456101.155897,266704.000000,1264216.463759
