frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,274179.054466,246382.000000,0.000000
4,215315.868036,115835.000000,0.000000
8,69700.437273,31350.000000,0.000000
16,368266.798823,358131.000000,0.000000
32,629533.541477,256873.000000,0.000000
64,364174.610956,160045.000000,0.000000
128,382289.508106,301927.000000,0.000000
256,184023.431492,118937.000000,0.000000
512,266342.720300,146056.000000,0.000000
1024,530992.972291,272470.000000,0.000000
2048,398127.593888,306291.000000,0.000000
4096,272655.129106,152214.000000,0.000000
8192,300551.226073,104875.000000,0.000000
16384,611743.086363,310163.000000,0.000000
32768,167892.093724,54001.000000,0.000000
65536,529667.404606,283400.000000,0.000000
