frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,423369.083890,203505.000000,0.000000
4,456695.428202,197906.000000,0.000000
8,1016969.661494,266470.000000,0.000000
16,266877.140229,99644.000000,0.000000
32,600940.824308,197644.000000,0.000000
64,1368287.284441,299102.000000,0.000000
128,1024629.647564,294446.000000,0.000000
256,1456205.434397,290575.000000,0.000000
512,1818951.547247,304326.000000,0.000000
1024,1638068.802150,295377.000000,0.000000
2048,462545.030224,101800.000000,0.000000
4096,1608914.929293,258186.000000,0.000000
8192,1404431.388052,280534.000000,0.000000
16384,2736824.047836,258960.000000,0.000000
32768,2728239.846115,212476.000000,0.000000
65536,504813.465817,87611.000000,0.000000
