frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,167577.640248,87910.000000,0.000000
4,857746.906312,307054.000000,0.000000
8,262721.927621,109287.000000,0.000000
16,538869.007727,288370.000000,0.000000
32,791104.459368,290579.000000,0.000000
64,969694.453599,291195.000000,0.000000
128,1573352.631032,298229.000000,0.000000
256,1730606.881475,303005.000000,0.000000
512,514573.213399,127304.000000,0.000000
1024,938047.744048,278118.000000,0.000000
2048,1116085.428311,300274.000000,0.000000
4096,1178711.564114,270303.000000,0.000000
8192,1079406.762286,251635.000000,0.000000
16384,1237991.779678,234624.000000,0.000000
32768,1517344.575231,237755.000000,0.000000
65536,1651269.836288,292914.000000,0.000000
