frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,755629.335786,264950.000000,0.000000
4,417868.597034,210375.000000,0.000000
8,832131.588474,290304.000000,0.000000
16,1255702.577226,293085.000000,0.000000
32,817847.874126,293490.000000,0.000000
64,877174.553524,295984.000000,0.000000
128,785483.055079,268949.000000,0.000000
256,1613660.971434,303320.000000,0.000000
512,941334.404483,271482.000000,0.000000
1024,1238288.482370,242751.000000,0.000000
2048,1997716.690669,274529.000000,0.000000
4096,1405118.211709,290294.000000,0.000000
8192,1143410.905004,188058.000000,0.000000
16384,3310883.565594,263746.000000,0.000000
32768,1138520.405729,109217.000000,0.000000
65536,225350.804931,65271.000000,0.000000
