frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,871707.599988,281961.000000,79.082236
4,674777.377388,297315.000000,101.281785
8,355857.386863,205971.000000,253.183728
16,1102374.183644,300692.000000,483.756137
32,1049838.549432,260984.000000,129.348367
64,1460854.416211,310178.000000,1699.739686
128,1324327.153667,274144.000000,16732.689921
256,1361693.899670,267647.000000,226631.961663
512,851893.832454,163141.000000,6299.295278
1024,1028051.585805,275188.000000,136586.827974
2048,831369.695560,231834.000000,281945.233654
4096,2296014.079368,325919.000000,519458.966923
8192,1682085.337841,296769.000000,1030437.061299
16384,1174030.163327,309078.000000,81818.290522
32768,2308559.865880,262284.000000,1333684.301560
65536,1256462.442371,256657.000000,848776.621542
