frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,220632.402097,107336.000000,2758.762404
4,945963.954262,296865.000000,54.552727
8,486347.422803,297421.000000,78.447435
16,1369955.684903,292258.000000,213.871457
32,422124.855378,237170.000000,428.221905
64,1003564.869911,265279.000000,101563.873026
128,949350.875206,298165.000000,5547.271221
256,735847.701376,231849.000000,18328.944978
512,1102613.128536,295861.000000,20001.515768
1024,801596.608874,268156.000000,149175.437683
2048,1057958.548238,287349.000000,200735.160219
4096,2649578.880971,292183.000000,832886.341771
8192,702416.315651,124607.000000,381742.320753
16384,903352.107203,275927.000000,660108.500371
32768,4004683.748599,315064.000000,3105583.424699
65536,2830586.565266,160552.000000,2764468.690462
