frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,233937.590996,96168.000000,21.470911
4,160221.256112,78972.000000,69.713700
8,385108.833065,152104.000000,64.257295
16,656085.116362,187661.000000,25414.363655
32,1199467.743857,249925.000000,52.706736
64,1268103.991445,298535.000000,3447.040760
128,1645149.614944,310411.000000,50641.787844
256,1646917.507577,303364.000000,129475.138189
512,687181.031209,271871.000000,32829.142861
1024,1434364.162185,317874.000000,161279.614887
2048,778890.548813,266588.000000,108647.961730
4096,1105517.193033,168567.000000,307114.391330
8192,2349537.339676,286059.000000,972061.482052
16384,1126777.721291,126818.000000,532666.280756
32768,726822.285320,195447.000000,609576.007759
65536,2291833.628698,175270.000000,1002938.428961
