frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,276570.264286,184830.000000,0.000000
4,222810.012053,182640.000000,0.000000
8,305294.467983,164201.000000,0.000000
16,722435.832741,266994.000000,0.000000
32,438075.201992,134866.000000,0.000000
64,430449.086115,198219.000000,0.000000
128,266801.596738,138631.000000,0.000000
256,648375.020036,195142.000000,0.000000
512,564387.698093,301999.000000,0.000000
1024,398930.172671,115622.000000,0.000000
2048,928548.962886,302600.000000,0.000000
4096,655085.036527,293616.000000,0.000000
8192,607003.419083,209705.000000,0.000000
16384,336266.507961,146543.000000,0.000000
32768,1065919.289299,216345.000000,0.000000
65536,1062777.600809,249925.000000,0.000000
