frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,65368.268617,19459.000000,219.997727
4,494703.978617,296436.000000,54.808758
8,621730.813009,260583.000000,47.885280
16,290713.555114,118177.000000,274.149594
32,571551.288357,265022.000000,192.880792
64,250630.999368,170877.000000,94.085068
128,773016.205771,267815.000000,172119.235999
256,692030.327852,247238.000000,1022.161435
512,472703.757335,162959.000000,3318.872248
1024,974934.268995,304367.000000,5209.539231
2048,908826.300550,285350.000000,56025.878387
4096,666617.505562,221984.000000,176694.707499
8192,969850.966331,291255.000000,95684.552212
16384,402799.986409,99517.000000,319301.069636
32768,904933.205812,135345.000000,823988.421459
65536,2162568.073481,248185.000000,1810320.089651
