frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,450918.188274,276013.000000,50.229473
4,271020.502514,139492.000000,1181.885358
8,573561.366499,192373.000000,161.136588
16,393429.037571,189464.000000,119.310519
32,713444.264600,297129.000000,341.657723
64,603859.706598,296339.000000,336.749165
128,443590.966968,247179.000000,306.031044
256,403506.251883,217027.000000,4371.546065
512,1073617.227332,305076.000000,30266.693592
1024,272336.775135,121179.000000,7488.968554
2048,518492.039026,214562.000000,78521.600958
4096,311133.526867,141985.000000,153117.751737
8192,438229.268621,207659.000000,203152.193842
16384,695821.329713,275344.000000,324182.699444
32768,1623927.318344,325374.000000,1367161.494061
65536,837365.765798,79591.000000,825754.062718
