frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,189498.565121,114739.000000,168.086287
4,768960.307890,255048.000000,238.205793
8,527306.153963,287072.000000,1347.735137
16,762355.459783,312597.000000,92.644482
32,470678.961192,226927.000000,2369.486653
64,736449.174121,294454.000000,26181.297982
128,920212.166137,276231.000000,6711.715355
256,566835.803188,183722.000000,33659.182670
512,1292298.907532,291240.000000,2261.526697
1024,1116418.916648,283873.000000,287460.497154
2048,1181820.905382,278828.000000,390944.880951
4096,636645.897197,197897.000000,289561.319860
8192,1121652.957455,214326.000000,221599.111887
16384,1869860.033454,236721.000000,1202895.333172
32768,3383712.562560,170147.000000,3299068.656846
65536,306841.778324,74952.000000,0.000000
