frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,319038.892638,222552.000000,85.708809
4,240174.669876,91677.000000,154.262763
8,260976.380839,105142.000000,312.552396
16,502240.574415,134892.000000,3928.371927
32,440809.770443,173428.000000,899.856655
64,726614.777443,239050.000000,10819.925000
128,608957.015541,213271.000000,6307.166797
256,1229709.544525,244327.000000,1807.580980
512,1059136.026814,312206.000000,191658.313603
1024,908298.663205,287249.000000,36821.929050
2048,1074019.447408,263887.000000,305190.443958
4096,590831.190877,113596.000000,160947.350882
8192,1151074.520259,294012.000000,409428.417983
16384,5001299.996613,281710.000000,750202.283778
32768,1459739.611384,218361.000000,838660.609200
65536,485890.911450,101273.000000,0.000000
