frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,356295.635530,223661.000000,111.615411
4,189816.601447,171981.000000,133.742289
8,87394.788277,52931.000000,56.956123
16,276632.758631,230873.000000,132.762947
32,407779.634343,259094.000000,769.365973
64,182922.120967,82048.000000,1019.403747
128,233560.506028,118193.000000,102.210567
256,379651.475072,248671.000000,602.304740
512,343149.357189,282079.000000,880.178391
1024,208524.712022,114222.000000,22230.956974
2048,643932.074144,287123.000000,7925.445287
4096,702331.829811,299414.000000,190318.396444
8192,517795.594510,118670.000000,361039.696088
16384,457710.278299,128236.000000,431462.896879
32768,400018.542998,199649.000000,139144.380903
65536,674781.350949,171693.000000,413203.553521
