frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,137920.572331,63740.000000,0.000000
4,117411.373487,57561.000000,0.000000
8,433421.208047,201121.000000,0.000000
16,700901.207295,256626.000000,0.000000
32,182701.208121,106617.000000,0.000000
64,576567.890166,328398.000000,0.000000
128,738856.025428,276650.000000,0.000000
256,620436.782876,301113.000000,0.000000
512,253681.796527,111723.000000,0.000000
1024,306655.288050,226887.000000,0.000000
2048,364025.412440,282558.000000,0.000000
4096,490071.118050,209924.000000,0.000000
8192,193466.703898,94908.000000,0.000000
16384,265913.058382,125987.000000,0.000000
32768,796990.179325,240159.000000,0.000000
65536,314177.929246,254107.000000,0.000000
