frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,569714.974830,227628.000000,0.000000
4,445564.432586,242817.000000,0.000000
8,222763.618982,109661.000000,0.000000
16,413008.236051,152570.000000,0.000000
32,432381.111021,117470.000000,0.000000
64,624857.265988,231186.000000,0.000000
128,833152.836266,226687.000000,0.000000
256,328814.774136,108602.000000,0.000000
512,423266.391254,212944.000000,0.000000
1024,355264.038740,247137.000000,0.000000
2048,321056.444446,102163.000000,0.000000
4096,421908.625778,126164.000000,0.000000
8192,340557.039231,156372.000000,0.000000
16384,1423180.796919,233366.000000,0.000000
32768,2340880.934989,270929.000000,0.000000
65536,498838.077682,259065.000000,0.000000
