frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,188209.282930,79561.000000,92.693042
4,263072.546190,176067.000000,74.478185
8,102542.010932,42024.000000,2401.446023
16,384414.197770,290788.000000,47.707442
32,207826.445690,146595.000000,64.428255
64,393259.049141,171538.000000,1625.214755
128,222900.526626,142343.000000,456.874162
256,176053.813032,120643.000000,407.003685
512,223917.970304,135962.000000,3619.083448
1024,216704.646055,164384.000000,6241.169201
2048,447528.187893,162405.000000,5018.614251
4096,292976.947064,162334.000000,4338.006916
8192,206703.012249,79872.000000,12118.561713
16384,215463.233272,65621.000000,50841.530465
32768,411919.193920,210135.000000,395703.337479
65536,960867.724067,230502.000000,880308.335063
