frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,536983.914723,291870.000000,0.000000
4,330763.962262,215344.000000,0.000000
8,132339.664647,89791.000000,0.000000
16,722723.790894,284796.000000,0.000000
32,957509.788336,300798.000000,0.000000
64,412138.024004,151704.000000,0.000000
128,638772.906097,268061.000000,0.000000
256,998027.432686,300945.000000,0.000000
512,609188.977262,263431.000000,0.000000
1024,768012.422513,361124.000000,0.000000
2048,424421.615605,257432.000000,0.000000
4096,442004.030564,225438.000000,0.000000
8192,752561.163369,274529.000000,0.000000
16384,567914.573966,312790.000000,0.000000
32768,463639.748740,157770.000000,0.000000
65536,226578.816095,68868.000000,0.000000
