frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,270555.039169,215771.000000,0.000000
4,422539.755944,277426.000000,0.000000
8,38946.944887,12534.000000,0.000000
16,187355.083990,169285.000000,0.000000
32,401143.014585,377744.000000,0.000000
64,331992.099537,188855.000000,0.000000
128,277245.572565,222051.000000,0.000000
256,390341.751528,283622.000000,0.000000
512,891193.170725,454007.000000,0.000000
1024,146786.235155,111822.000000,0.000000
2048,207125.381530,109720.000000,0.000000
4096,323873.078903,176859.000000,0.000000
8192,257865.450183,113143.000000,0.000000
16384,163610.298026,75441.000000,0.000000
32768,190415.751392,135971.000000,0.000000
65536,552602.473082,264998.000000,0.000000
