frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,168522.073097,73211.000000,56.293872
4,583988.819214,230758.000000,57.008771
8,420109.943029,135958.000000,106.948586
16,884692.891303,296343.000000,356.398653
32,812786.305855,256112.000000,183.798803
64,897471.294817,295654.000000,2885.867461
128,623891.096310,242494.000000,316.056957
256,867779.603258,232219.000000,117978.356282
512,1014792.164304,272348.000000,9075.761896
1024,405689.967171,127549.000000,144778.519363
2048,1181423.315598,301036.000000,223505.643714
4096,1161838.446600,204255.000000,239008.630949
8192,678531.580670,159820.000000,295347.222200
16384,1080083.333532,241547.000000,485117.873482
32768,1167164.055648,295180.000000,465703.765123
65536,2438546.981809,198076.000000,2422566.672452
