frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,663710.187371,242391.000000,34.828150
4,246272.267513,161122.000000,28.618176
8,327436.132968,106658.000000,31.016125
16,1053657.645727,243366.000000,8252.427522
32,242326.411093,124121.000000,3455.085093
64,321699.375592,113011.000000,366.320898
128,919213.138858,280389.000000,396.596773
256,560093.854882,191765.000000,2337.874890
512,969704.227173,288486.000000,104312.203979
1024,1721232.508058,309861.000000,195697.841853
2048,837958.991788,257230.000000,20414.299743
4096,886792.399750,294561.000000,218904.269620
8192,1072337.237639,255284.000000,80462.480499
16384,992927.768986,199409.000000,526385.618123
32768,1769907.748216,307726.000000,958143.669169
65536,1119845.485682,296003.000000,499416.841176
