frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,195914.100572,119490.000000,0.000000
4,530488.653008,369793.000000,0.000000
8,186520.670182,126685.000000,0.000000
16,539356.453523,283861.000000,0.000000
32,206001.148334,105742.000000,0.000000
64,336146.123025,201856.000000,0.000000
128,232753.606232,130992.000000,0.000000
256,620120.401546,353244.000000,0.000000
512,314635.648020,243167.000000,0.000000
1024,331052.375258,170381.000000,0.000000
2048,476882.640995,323664.000000,0.000000
4096,295725.611847,151094.000000,0.000000
8192,671158.448408,313952.000000,0.000000
16384,433547.785606,257825.000000,0.000000
32768,447523.943482,184252.000000,0.000000
65536,508232.225580,227246.000000,0.000000
