frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,266513.688176,134878.000000,1731.261679
4,251269.218385,125877.000000,48.764741
8,332536.100153,154756.000000,77.935871
16,781424.160357,295274.000000,142.435951
32,479825.163107,225928.000000,4027.826337
64,645732.912267,246659.000000,7155.683965
128,331397.384442,164966.000000,186.131674
256,389357.855024,149200.000000,1304.820677
512,263721.602012,97572.000000,987.696310
1024,276192.556171,134990.000000,4249.067545
2048,492488.064368,246541.000000,20189.828677
4096,532556.596487,315336.000000,37376.362102
8192,348609.863178,175459.000000,124224.955613
16384,149473.601512,49648.000000,101921.110365
32768,543801.605186,220166.000000,301753.197425
65536,472514.783185,147154.000000,461816.790020
