frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,1406946.041657,306825.000000,0.000000
4,788244.543618,241106.000000,0.000000
8,1191877.075365,291429.000000,0.000000
16,1845787.554634,301004.000000,0.000000
32,2372317.691348,303405.000000,0.000000
64,1207021.114882,254075.000000,0.000000
128,2091925.935925,300454.000000,0.000000
256,2315456.268557,301020.000000,0.000000
512,1882586.650737,297835.000000,0.000000
1024,1621888.826599,295222.000000,0.000000
2048,1753776.507062,307269.000000,0.000000
4096,1490373.834680,141570.000000,0.000000
8192,2958027.556886,217775.000000,0.000000
16384,1581028.232259,254973.000000,0.000000
32768,2532857.382756,172325.000000,0.000000
65536,3915543.022665,273659.000000,0.000000
