frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,1023419.783173,303408.000000,80.740324
4,2468827.331346,297000.000000,289561.033575
8,1235710.661225,302160.000000,4150.116022
16,497573.897705,98387.000000,3915.339066
32,1743331.483380,271425.000000,402.466148
64,1507532.549681,269798.000000,1667.451948
128,2822688.167380,304269.000000,347573.528749
256,1766051.725735,297119.000000,161211.908617
512,1959996.340486,298592.000000,159541.316743
1024,2496416.065772,276081.000000,206443.426713
2048,2878729.482089,300003.000000,685258.678556
4096,2537635.000991,305284.000000,1007997.420618
8192,2223296.498664,298811.000000,1228978.078015
16384,4035273.970859,305029.000000,1060980.775008
32768,2042966.421316,154821.000000,1248469.312249
65536,1862555.774630,92001.000000,1857570.851892
