frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,689932.510168,204348.000000,6470.422475
4,542783.807153,228735.000000,2170.127646
8,982617.349566,259976.000000,24.718414
16,521796.921760,92976.000000,36.207734
32,1086298.909564,307045.000000,301.361909
64,713263.294030,221561.000000,507.574625
128,1402692.002657,296204.000000,267582.272432
256,728443.012939,282379.000000,2228.523502
512,1687124.481917,288267.000000,43021.147114
1024,1271109.004959,233662.000000,123700.990534
2048,1627949.351969,310581.000000,602661.265753
4096,1030984.730483,191187.000000,8177.777510
8192,284107.350857,161951.000000,24143.076647
16384,1766242.370274,229752.000000,1556717.943911
32768,286454.709647,106803.000000,95259.936626
65536,1536717.426175,178029.000000,1349446.544627
