frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,804345.609097,176009.000000,0.000000
4,1889001.824718,289609.000000,0.000000
8,1538705.654623,296342.000000,0.000000
16,1459391.583481,228491.000000,0.000000
32,439889.760942,84942.000000,0.000000
64,1616854.318533,283005.000000,0.000000
128,1506771.823545,291671.000000,0.000000
256,1778751.778984,299838.000000,0.000000
512,1660713.945590,292086.000000,0.000000
1024,1963082.749062,301543.000000,0.000000
2048,2761179.932463,280795.000000,0.000000
4096,3047546.357329,287861.000000,0.000000
8192,4862341.009073,307421.000000,0.000000
16384,5397850.236940,246030.000000,0.000000
32768,616905.240582,122585.000000,0.000000
65536,558209.627520,109120.000000,0.000000
