frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,166141.701030,113300.000000,9748.032109
4,165817.130544,58333.000000,838.429484
8,300754.642514,111932.000000,312.691541
16,383855.212390,179360.000000,4319.254681
32,205811.236654,70738.000000,138.585714
64,505762.835306,236329.000000,169.914684
128,276705.733316,135054.000000,431.797406
256,482998.522964,213402.000000,336.934712
512,452965.194134,156384.000000,2812.385464
1024,291393.737493,182220.000000,5250.091523
2048,797812.692474,231256.000000,34937.165412
4096,724796.744843,274504.000000,8975.756013
8192,222605.467579,120433.000000,93129.039558
16384,1148969.505844,226687.000000,695237.144419
32768,193990.987378,75917.000000,159386.854191
65536,1030086.366608,249085.000000,930462.395038
