frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,204036.265316,87202.000000,30.430248
4,1024702.538371,286995.000000,637.827563
8,759897.412709,293282.000000,26.076810
16,725610.271436,249131.000000,51.088159
32,324856.708416,163680.000000,1349.030763
64,430600.925872,245074.000000,861.588069
128,1397204.642642,298581.000000,1154.802581
256,626909.140116,180281.000000,18039.107794
512,586479.259428,184903.000000,160413.727773
1024,286343.393872,88413.000000,101573.976859
2048,382155.613764,164531.000000,166322.098141
4096,1009225.071662,253567.000000,127987.681208
8192,672996.766904,105921.000000,309404.131737
16384,1374483.485484,319686.000000,336251.235593
32768,3155235.550047,284982.000000,3078174.551462
65536,823465.472256,191337.000000,713341.746017
