frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,450714.610626,341951.000000,27.892651
4,319917.125703,170354.000000,29.051678
8,481450.144346,305067.000000,627.582664
16,498968.814114,264686.000000,217.795776
32,857796.735322,513027.000000,403459.033711
64,80327.570609,36235.000000,339.423040
128,105519.405121,71396.000000,239.338672
256,389378.536602,260166.000000,6452.522840
512,175246.677988,105046.000000,498.602046
1024,108301.687161,76850.000000,4750.385984
2048,111577.132473,66037.000000,68573.873108
4096,522337.719716,249335.000000,13632.211376
8192,352176.021841,136949.000000,124871.210869
16384,423012.602849,413100.000000,13501.259941
32768,809011.591630,278027.000000,719789.469256
65536,943596.445266,182704.000000,943378.848433
