frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,535384.740543,176008.000000,62.537988
4,590763.005605,179416.000000,64.249514
8,499798.602191,132678.000000,35.171011
16,873163.702978,300233.000000,364.890395
32,913739.625746,297716.000000,16.000000
64,753446.998035,279082.000000,161.431100
128,696829.488231,291296.000000,1871.032603
256,1131921.444139,270802.000000,12525.894379
512,687920.915432,264111.000000,3653.540748
1024,703604.670278,191790.000000,260076.490477
2048,1565265.171405,298954.000000,90420.900078
4096,1204346.161128,293114.000000,637287.976999
8192,564985.076060,168824.000000,286720.767441
16384,2080232.787620,278364.000000,770805.325028
32768,1028612.621989,261805.000000,293282.330842
65536,1790079.558179,248786.000000,768058.524669
