frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,270955.690245,125415.000000,36.565011
4,208188.570652,113402.000000,45.793013
8,116557.176206,88254.000000,87.000000
16,241137.613304,187152.000000,78.504777
32,150574.540142,118633.000000,287.805490
64,292189.561809,161894.000000,452.698575
128,731036.598329,364592.000000,340.288113
256,423018.438674,264495.000000,4908.138344
512,222915.095568,115411.000000,8023.021189
1024,154344.600508,76846.000000,6657.429534
2048,295657.854815,150281.000000,16282.363526
4096,531921.501618,311247.000000,15163.441463
8192,655417.095827,310557.000000,67730.543287
16384,611971.822922,245540.000000,238068.854305
32768,437450.928513,154488.000000,271321.431964
65536,460851.683492,259697.000000,414329.120367
