frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,470917.911324,242378.000000,0.000000
4,307527.938053,217051.000000,0.000000
8,940053.151539,325807.000000,0.000000
16,530694.086075,193506.000000,0.000000
32,204729.762521,90145.000000,0.000000
64,935174.624512,296453.000000,0.000000
128,688963.138397,281202.000000,0.000000
256,285760.610527,96728.000000,0.000000
512,665359.520039,254820.000000,0.000000
1024,818327.593927,337610.000000,0.000000
2048,243567.121611,143199.000000,0.000000
4096,700866.452267,325350.000000,0.000000
8192,206188.479186,75652.000000,0.000000
16384,206289.254761,90769.000000,0.000000
32768,466998.926734,255543.000000,0.000000
65536,1232749.269155,275694.000000,0.000000
