frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,487899.032299,141494.000000,0.000000
4,295719.995014,169759.000000,0.000000
8,544867.191078,214639.000000,0.000000
16,829519.469450,291730.000000,0.000000
32,686888.275363,267014.000000,0.000000
64,491159.822427,223302.000000,0.000000
128,920162.164911,277500.000000,0.000000
256,833838.683072,297698.000000,0.000000
512,726258.773339,281807.000000,0.000000
1024,548447.684350,211031.000000,0.000000
2048,1900279.600167,298450.000000,0.000000
4096,642928.945124,300241.000000,0.000000
8192,1046227.305808,165459.000000,0.000000
16384,1102603.851085,286399.000000,0.000000
32768,3034064.249305,297005.000000,0.000000
65536,1396263.450514,215208.000000,0.000000
