frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,1614952.017343,304755.000000,221705.058551
4,1416757.480716,297902.000000,150.309680
8,2169831.513706,294951.000000,59.874870
16,1929072.398919,291795.000000,310.673462
32,1359295.250936,261984.000000,164039.757800
64,2604215.231803,311024.000000,61416.661713
128,2108672.938506,286027.000000,264159.558424
256,1875925.633705,232848.000000,283270.542090
512,2222854.375885,302224.000000,105546.880916
1024,1857761.849843,265394.000000,402500.626318
2048,2081282.084113,300913.000000,184053.018207
4096,1547478.536497,271634.000000,281944.148074
8192,1864331.231746,292450.000000,728891.561945
16384,3113264.318254,131890.000000,2591931.077416
32768,2446755.523423,175490.000000,0.000000
65536,5149898.261293,215903.000000,4575702.815225
