frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,1187888.601406,300575.000000,33.000000
4,1527685.960936,261115.000000,257.621816
8,1720615.871600,277191.000000,79.504717
16,2132397.385147,300636.000000,218.094016
32,1988750.675490,302270.000000,260.021153
64,1982695.971763,302716.000000,465.554508
128,2419208.615771,298318.000000,3156.308445
256,2562370.159349,302308.000000,10478.472074
512,515549.350646,140225.000000,16336.758032
1024,2349849.682523,295371.000000,456652.850600
2048,2278511.995962,246568.000000,131777.413399
4096,2901559.241625,297837.000000,309533.570103
8192,3235338.771675,220960.000000,2153157.779753
16384,3436920.436129,288239.000000,1463380.237569
32768,2842195.623275,144934.000000,287593.226634
65536,2042747.425233,189813.000000,1483762.466055
