frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,1753483.265187,292271.000000,198562.009581
4,1094345.203073,240526.000000,8023.471443
8,1580275.053552,298129.000000,77.691698
16,617290.037888,113776.000000,5772.514703
32,1897324.765032,298138.000000,1199.692044
64,1722707.469393,294106.000000,2148.378458
128,1718253.463367,301438.000000,16447.357934
256,1983310.726253,295679.000000,9210.282895
512,2134695.816341,247745.000000,207800.320743
1024,2581801.864691,304191.000000,598410.400241
2048,4090050.167025,300254.000000,1624077.197673
4096,1137726.514970,119016.000000,267250.526742
8192,650859.878233,103914.000000,306370.978949
16384,3356556.719073,278671.000000,2198345.379839
32768,4311087.093689,251899.000000,2593800.604812
65536,4163056.528606,247994.000000,2541755.337793
