frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,137777.523954,61410.000000,46.818800
4,598572.172479,298719.000000,76.157731
8,1083060.750322,303754.000000,29595.038267
16,889089.674578,238950.000000,126.550385
32,201086.150642,79747.000000,2757.530598
64,908296.957175,304012.000000,35041.486998
128,1346925.979640,277330.000000,2020.103463
256,1507444.819216,303397.000000,94565.631775
512,1248476.753428,309986.000000,210960.420999
1024,646030.743126,235938.000000,70120.641084
2048,818178.312568,274360.000000,71818.230457
4096,1936401.712386,311525.000000,610261.747481
8192,747438.745025,137976.000000,168435.048491
16384,166903.502030,67474.000000,68050.510182
32768,1764152.605992,307737.000000,1497323.583446
65536,251376.510547,66733.000000,0.000000
