frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,1315985.110301,259445.000000,0.000000
4,1810053.077143,302006.000000,0.000000
8,1593535.326752,297613.000000,0.000000
16,1676083.789866,301411.000000,0.000000
32,2334782.783092,309111.000000,0.000000
64,2415603.460351,244125.000000,0.000000
128,1969688.816058,298075.000000,0.000000
256,2186810.543437,293300.000000,0.000000
512,1923776.923903,303279.000000,0.000000
1024,2540472.723496,305733.000000,0.000000
2048,2178851.950709,304810.000000,0.000000
4096,3453542.673331,307707.000000,0.000000
8192,1947095.385694,264163.000000,0.000000
16384,2987918.973445,292329.000000,0.000000
32768,5469554.747875,303719.000000,0.000000
65536,3577290.780019,309657.000000,0.000000
