frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,678839.204421,293913.000000,0.000000
4,986837.826980,302387.000000,0.000000
8,784569.877033,253067.000000,0.000000
16,894852.746084,279944.000000,0.000000
32,352509.551438,176321.000000,0.000000
64,1183683.619920,295768.000000,0.000000
128,978785.989203,305676.000000,0.000000
256,831036.760859,211759.000000,0.000000
512,933588.336603,260385.000000,0.000000
1024,963654.050097,291782.000000,0.000000
2048,855271.583209,269229.000000,0.000000
4096,1025672.133668,296798.000000,0.000000
8192,1371822.935788,270460.000000,0.000000
16384,905484.135757,311041.000000,0.000000
32768,1351465.977570,272923.000000,0.000000
65536,2123507.078272,296038.000000,0.000000
