frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,205132.041147,158878.000000,10047.011546
4,489861.372675,183585.000000,764.728710
8,219164.370674,103447.000000,120.925597
16,319654.331845,159984.000000,806.537662
32,683605.514914,277604.000000,115.831775
64,731876.883838,323845.000000,204.665581
128,226772.083134,118778.000000,563.334714
256,304521.183631,160998.000000,1601.106180
512,382402.834536,270618.000000,977.522378
1024,323333.874127,142051.000000,42231.176931
2048,168305.222334,82996.000000,13221.544653
4096,867277.443878,250139.000000,171029.817032
8192,501000.511874,179755.000000,374576.428835
16384,424150.292610,148855.000000,143295.397700
32768,526839.413960,183740.000000,377220.934719
65536,585855.673934,147941.000000,479657.378175
