frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,2104571.143074,82131.000000,0.000000
4,1561969.712915,63153.000000,0.000000
8,1422915.676723,54764.000000,0.000000
16,1434112.355412,54403.000000,0.000000
32,1992854.627878,85327.000000,0.000000
64,2084168.396475,75477.000000,0.000000
128,1957380.454614,81565.000000,0.000000
256,2893961.275594,99210.000000,0.000000
512,2501321.226679,87072.000000,0.000000
1024,3173851.178867,125599.000000,0.000000
2048,1092538.046294,34515.000000,0.000000
4096,1746885.722037,52392.000000,0.000000
8192,3761204.703288,129783.000000,0.000000
16384,2973771.444402,91550.000000,0.000000
32768,974200.151482,44315.000000,0.000000
65536,2957093.244689,95369.000000,0.000000
