frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,1154375.174742,45407.000000,0.000000
4,1827583.779306,63651.000000,0.000000
8,1018721.964762,35637.000000,0.000000
16,1617595.887464,57492.000000,0.000000
32,1819788.247139,64019.000000,0.000000
64,1922932.450102,64732.000000,0.000000
128,2326363.315473,87130.000000,0.000000
256,2677822.521392,111398.000000,0.000000
512,2478984.700819,86845.000000,0.000000
1024,3559557.321793,120155.000000,0.000000
2048,2577511.677501,93387.000000,0.000000
4096,1549786.990370,65843.000000,0.000000
8192,2309185.448619,74830.000000,0.000000
16384,2866691.207498,110195.000000,0.000000
32768,6319719.963724,187756.000000,0.000000
65536,1921957.256420,75473.000000,0.000000
