frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,560474.320033,23724.000000,0.000000
4,839959.153534,33984.000000,0.000000
8,1557898.038289,45902.000000,0.000000
16,926134.267836,47449.000000,0.000000
32,2025828.298375,67572.000000,0.000000
64,1920063.334592,74243.000000,0.000000
128,2516372.744467,87066.000000,0.000000
256,2865822.545365,101882.000000,0.000000
512,1181911.996509,45995.000000,0.000000
1024,2181826.537475,84541.000000,0.000000
2048,3099126.089837,108842.000000,0.000000
4096,4921488.374550,156622.000000,0.000000
8192,3432399.827240,108240.000000,0.000000
16384,3141490.836025,87496.000000,0.000000
32768,2035732.988315,69181.000000,0.000000
65536,8018492.642245,210617.000000,0.000000
