frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,336032.135935,15105.000000,0.000000
4,968779.217863,38193.000000,0.000000
8,1281850.250246,49029.000000,0.000000
16,1130523.951044,53194.000000,0.000000
32,1718015.801818,60220.000000,0.000000
64,2206575.219610,79465.000000,0.000000
128,1517168.578239,62446.000000,0.000000
256,1810550.883959,71004.000000,0.000000
512,3131004.360810,111531.000000,0.000000
1024,2799411.817809,100330.000000,0.000000
2048,2573467.882787,94574.000000,0.000000
4096,2208594.937164,73292.000000,0.000000
8192,3310517.682665,126105.000000,0.000000
16384,2115832.722094,94704.000000,0.000000
32768,2720374.888175,113211.000000,0.000000
65536,2579824.399031,101213.000000,0.000000
