frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,1109982.939593,36561.000000,0.000000
4,1603323.024551,53235.000000,0.000000
8,1083901.894394,46901.000000,0.000000
16,1591680.015366,54614.000000,0.000000
32,1516298.419498,56405.000000,0.000000
64,2166125.468953,87650.000000,0.000000
128,2885781.225449,117677.000000,0.000000
256,3024787.263070,124372.000000,0.000000
512,2472183.664389,89831.000000,0.000000
1024,2885978.552842,101803.000000,0.000000
2048,1880812.561008,76070.000000,0.000000
4096,2019469.839847,87797.000000,0.000000
8192,2640387.929458,91567.000000,0.000000
16384,6977372.580507,198134.000000,0.000000
32768,3197953.691674,99636.000000,0.000000
65536,9397875.721270,247735.000000,0.000000
