frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,1801272.223890,63191.000000,0.000000
4,1842140.052855,64889.000000,0.000000
8,1950874.003165,66555.000000,0.000000
16,1947722.331927,74217.000000,0.000000
32,2240901.926319,79923.000000,0.000000
64,1932514.295055,78156.000000,0.000000
128,1662349.610778,54775.000000,0.000000
256,2678162.185381,95999.000000,0.000000
512,1980075.277314,69103.000000,0.000000
1024,1788543.550497,69650.000000,0.000000
2048,2212213.283801,75938.000000,0.000000
4096,2046719.543288,61964.000000,0.000000
8192,4439117.572887,138772.000000,0.000000
16384,1289596.304155,46303.000000,0.000000
32768,2794005.688156,98086.000000,0.000000
65536,7272593.777644,205639.000000,0.000000
