frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,1545002.625673,48871.000000,0.000000
4,1115264.790070,38947.000000,0.000000
8,1369445.189743,41258.000000,0.000000
16,1803354.530551,66815.000000,0.000000
32,1557698.388831,52700.000000,0.000000
64,2271512.923582,83609.000000,0.000000
128,3239370.636310,102664.000000,0.000000
256,1576591.642604,48090.000000,0.000000
512,2868495.293511,100370.000000,0.000000
1024,1924755.495248,66224.000000,0.000000
2048,3119967.152039,107522.000000,0.000000
4096,1843295.502982,62400.000000,0.000000
8192,2021800.561453,71170.000000,0.000000
16384,2010009.750154,65558.000000,0.000000
32768,6823566.502987,191837.000000,0.000000
65536,6337883.556336,158544.000000,0.000000
