frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,758438.083209,34337.000000,0.000000
4,1316056.500467,44981.000000,0.000000
8,840581.452507,36675.000000,0.000000
16,1305675.073271,54659.000000,0.000000
32,1643474.532433,70395.000000,0.000000
64,2336077.665287,83722.000000,0.000000
128,2441924.068627,101874.000000,0.000000
256,2258359.971586,87435.000000,0.000000
512,3335985.103071,111044.000000,0.000000
1024,1283328.671025,63592.000000,0.000000
2048,2549520.103728,105217.000000,0.000000
4096,1419983.430667,56293.000000,0.000000
8192,4673541.683559,144555.000000,0.000000
16384,3262696.958185,108286.000000,0.000000
32768,7648135.082037,209578.000000,0.000000
65536,99582.073352,10216.000000,0.000000
