frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,1786149.034245,55062.000000,0.000000
4,1553730.966243,47566.000000,0.000000
8,601898.261340,18939.000000,0.000000
16,1195253.521040,40510.000000,0.000000
32,2332334.895747,68963.000000,0.000000
64,1721623.673273,56545.000000,0.000000
128,2264973.947769,64396.000000,0.000000
256,2391621.090119,71968.000000,0.000000
512,2977159.658243,79911.000000,0.000000
1024,2990438.185931,87364.000000,0.000000
2048,3997060.871130,114159.000000,0.000000
4096,3027495.892344,82757.000000,0.000000
8192,4632645.739619,126536.000000,0.000000
16384,4809045.147046,134745.000000,0.000000
32768,455104.909589,19389.000000,0.000000
65536,5356368.905169,137986.000000,0.000000
