frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,843282.324681,34463.000000,0.000000
4,1238063.742458,51206.000000,0.000000
8,1878237.955326,63243.000000,0.000000
16,1813568.148390,67806.000000,0.000000
32,1665428.073097,64833.000000,0.000000
64,2065109.454443,71294.000000,0.000000
128,1793560.605582,67865.000000,0.000000
256,4169293.609407,134435.000000,0.000000
512,2155386.894970,72034.000000,0.000000
1024,2031326.354959,76857.000000,0.000000
2048,2215159.568050,82809.000000,0.000000
4096,2327157.602785,80852.000000,0.000000
8192,4399295.723741,142706.000000,0.000000
16384,5018641.107683,127725.000000,0.000000
32768,3395641.072722,116783.000000,0.000000
65536,4986631.656747,162839.000000,0.000000
